no	effector	l1	l2	p.value
"1701"	"hopBG"	-39.624522	-39.150439	0.948166	0.917551198476667
"1702"	"hopBH"	-43.955988	-43.328444	1.255088	0.868948108156092
"1703"	"hopBI"	-55.395777	-54.066983	2.657588	0.616656298484094
"1704"	"hopBJ"	-35.014274	-34.996296	0.035956	0.999840319643111
"1705"	"hopBK"	-49.271546	-48.606302	1.330488	0.856181972482119
"1706"	"hopBL"	-56.57954	-54.632498	3.894084	0.420529753532031
"1707"	"hopB"	-58.450129	-57.281481	2.337296	0.673987261504573
"1708"	"hopC"	-57.268023	-55.139829	4.256388	0.372418089694666
"1709"	"hopD"	-72.281583	-69.529816	5.503534	0.239419012672592
"1710"	"hopE"	-63.300446	-62.992234	0.616424	0.96122123749884
"1711"	"hopF"	-78.609322	-74.585759	8.047126	0.0898670828860606
"1712"	"hopG"	-67.677583	-65.616149	4.122868	0.389632782657234
"1713"	"hopH"	-90.624016	-83.100074	15.047884	0.00460292600296487
"1714"	"hopI"	-46.891243	-45.942319	1.897848	0.754540311132108
"1715"	"hopK"	-39.664812	-39.433387	0.46285	0.977015302209814
"1716"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"1717"	"hopN"	-51.850712	-51.206566	1.288292	0.863358813640139
"1718"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"1719"	"hopQ"	-71.010277	-68.366139	5.288276	0.258976449277522
"1720"	"hopR"	-71.972372	-69.135387	5.67397	0.22485532174947
"1721"	"hopS"	-42.011965	-41.854299	0.315332	0.988803066769308
"1722"	"hopT"	-62.52055	-60.386098	4.268904	0.370835154788579
"1723"	"hopU"	-41.658934	-41.00784	1.302188	0.861004195716987
"1724"	"hopV"	-58.191609	-54.784629	6.81396	0.146052321886788
"1725"	"hopW"	-71.067845	-68.724431	4.686828	0.320965525322728
"1726"	"hopX"	-105.17302	-104.577066	1.191908	0.879429107559872
"1727"	"hopY"	-37.662575	-37.583061	0.159028	0.99700144453046
"1728"	"hopZ"	-96.858463	-93.728898	6.25913	0.180614035431601
"1729"	"avrA"	-54.343394	-51.579515	5.527758	0.237300282409555
"1730"	"avrB"	-91.525608	-87.168681	8.713854	0.0686635690895808
"1731"	"avrD1"	-82.054192	-78.005557	8.09727	0.0880793566914361
"1732"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"1733"	"avrPto"	-86.887975	-81.658514	10.458922	0.0333675573527289
"1734"	"avrRpm"	-80.74256	-78.979569	3.525982	0.473938737513076
"1735"	"avrRps4"	-76.409386	-73.466791	5.88519	0.207887987899264
"1736"	"avrRpt2"	-50.977588	-50.359099	1.236978	0.871973712227762
"1737"	"hopA1"	-91.697977	-90.265387	2.86518	0.580634698132551
"1738"	"hopAA"	-76.032166	-74.087888	3.888556	0.42129820347676
"1739"	"hopAB"	-86.238309	-78.6065	15.263618	0.00418455505680351
"1740"	"hopAD"	-39.664812	-39.43415	0.461324	0.977155221403926
"1741"	"hopAE"	-79.711518	-76.377841	6.667354	0.154546442878735
"1742"	"hopAF"	-100.815911	-101.48658	-1.341338	1
"1743"	"hopAG"	-66.818747	-64.544875	4.547744	0.336923755941925
"1744"	"hopAH"	-55.769689	-53.931747	3.675884	0.451643169743225
"1745"	"hopAI"	-60.369009	-58.108159	4.5217	0.339982170514273
"1746"	"hopAL"	-53.692517	-51.485564	4.413906	0.352878407931783
"1747"	"hopAM"	-52.902758	-51.791668	2.22218	0.69497069608011
"1748"	"hopAO"	-69.468744	-66.728705	5.480078	0.241486197478625
"1749"	"hopAQ"	-39.664812	-39.429284	0.471056	0.976256820992264
"1750"	"hopAR"	-72.990154	-66.985393	12.009522	0.0172805974892488
"1751"	"hopAS"	-56.806437	-54.936899	3.739076	0.442468077315581
"1752"	"hopAT"	-77.775445	-75.69281	4.16527	0.384100804439939
"1753"	"hopAU"	-50.368639	-49.536855	1.663568	0.797324409588991
"1754"	"hopAV"	-67.008293	-64.480634	5.055318	0.281668474532334
"1755"	"hopAW"	-57.535763	-55.972291	3.126944	0.53681088799252
"1756"	"hopAX"	-48.062667	-47.240934	1.643466	0.800959612797509
"1757"	"hopAY"	-99.399526	-96.504278	5.790496	0.215350003478193
"1758"	"hopAZ"	-97.305653	-96.17232	2.266666	0.686844434242391
"1759"	"hopBA"	-56.758852	-55.319324	2.879056	0.578264777853489
"1760"	"hopBB"	-76.42517	-71.530393	9.789554	0.0441258149227684
"1761"	"hopBC"	-55.903204	-54.449854	2.9067	0.573558373766507
"1762"	"hopBD"	-75.964314	-72.739718	6.449192	0.168019982186653
"1763"	"hopBE"	-48.560036	-45.980252	5.159568	0.271313164531719
"1764"	"hopBF"	-84.05626	-69.135676	29.841168	5.27268342162327e-06
"1765"	"hopBG"	-39.624522	-39.180766	0.887512	0.926345550853164
"1766"	"hopBH"	-43.955988	-43.313909	1.284158	0.864057572060605
"1767"	"hopBI"	-55.395777	-54.071248	2.649058	0.618157770442297
"1768"	"hopBJ"	-35.174298	-34.990975	0.366646	0.985115468661315
"1769"	"hopBK"	-49.271546	-48.626086	1.29092	0.862914194694833
"1770"	"hopBL"	-56.57954	-54.562116	4.034848	0.401310228853636
"1771"	"hopB"	-58.450129	-57.280268	2.339722	0.673546738031356
"1772"	"hopC"	-57.268023	-55.125477	4.285092	0.368795606401824
"1773"	"hopD"	-72.281583	-69.507432	5.548302	0.235516208202428
"1774"	"hopE"	-63.300446	-62.842272	0.916348	0.922203806147795
"1775"	"hopF"	-78.609322	-74.58576	8.047124	0.0898671548640582
"1776"	"hopG"	-67.677583	-65.598718	4.15773	0.38508007572566
"1777"	"hopH"	-90.624016	-83.100075	15.047882	0.00460293006589295
"1778"	"hopI"	-46.891243	-45.931903	1.91868	0.750712654088924
"1779"	"hopK"	-39.664812	-39.430893	0.467838	0.976555478298301
"1780"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"1781"	"hopN"	-51.850712	-51.206202	1.28902	0.863235678987898
"1782"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"1783"	"hopQ"	-71.010277	-68.39142	5.237714	0.263764460309458
"1784"	"hopR"	-71.972372	-69.136302	5.67214	0.225007488531324
"1785"	"hopS"	-42.011965	-41.854689	0.314552	0.988855532578309
"1786"	"hopT"	-62.52055	-60.386177	4.268746	0.370855104741544
"1787"	"hopU"	-41.658934	-41.046392	1.225084	0.87395168590471
"1788"	"hopV"	-58.191609	-54.764484	6.85425	0.143793848780587
"1789"	"hopW"	-71.067845	-68.703629	4.728432	0.316313632189444
"1790"	"hopX"	-105.17302	-104.577065	1.19191	0.879428779167279
"1791"	"hopY"	-37.657214	-37.626958	0.060512	0.999551415693039
"1792"	"hopZ"	-96.858463	-93.729244	6.258438	0.180661400524153
"1793"	"avrA"	-54.343394	-51.640664	5.40546	0.248165450887665
"1794"	"avrB"	-91.525608	-87.157517	8.736182	0.0680427803950697
"1795"	"avrD1"	-82.054192	-78.005558	8.097268	0.088079427324647
"1796"	"avrE1"	-56.804156	-56.394298	0.819716	0.935785486461626
"1797"	"avrPto"	-86.887975	-81.70301	10.36993	0.0346366242285349
"1798"	"avrRpm"	-80.74256	-78.979899	3.525322	0.474038539177123
"1799"	"avrRps4"	-76.409386	-73.466797	5.885178	0.207888918856715
"1800"	"avrRpt2"	-50.977588	-50.369062	1.217052	0.875283217104535
"1801"	"hopA1"	-91.697977	-90.265387	2.86518	0.580634698132551
"1802"	"hopAA"	-76.032166	-74.087887	3.888558	0.421297925269121
"1803"	"hopAB"	-86.238309	-78.573782	15.329054	0.00406521085799145
"1804"	"hopAD"	-39.664812	-39.424601	0.480422	0.975378699581655
"1805"	"hopAE"	-79.711518	-76.378346	6.666344	0.154606490268955
"1806"	"hopAF"	-100.815911	-101.402131	-1.17244	1
"1807"	"hopAG"	-66.818747	-64.620591	4.396312	0.35501983909621
"1808"	"hopAH"	-55.769689	-53.971057	3.597264	0.463244042726387
"1809"	"hopAI"	-60.369009	-58.109339	4.51934	0.3402604120514
"1810"	"hopAL"	-53.692517	-51.695382	3.99427	0.406781876313631
"1811"	"hopAM"	-52.902758	-51.800498	2.20452	0.698201843836182
"1812"	"hopAO"	-69.468744	-66.72284	5.491808	0.240450501967828
"1813"	"hopAQ"	-39.664812	-39.426667	0.47629	0.975767724386006
"1814"	"hopAR"	-72.990154	-66.985392	12.009524	0.0172805826756364
"1815"	"hopAS"	-56.806437	-54.90341	3.806054	0.432889398519997
"1816"	"hopAT"	-77.775445	-75.67818	4.19453	0.380318759922312
"1817"	"hopAU"	-50.368742	-49.56233	1.612824	0.80648543381811
"1818"	"hopAV"	-67.008293	-64.477967	5.060652	0.281130646918594
"1819"	"hopAW"	-57.535763	-55.979328	3.11287	0.539117740106744
"1820"	"hopAX"	-48.062667	-46.184948	3.755438	0.440114202967092
"1821"	"hopAY"	-99.399526	-96.501125	5.796802	0.214845840076706
"1822"	"hopAZ"	-97.305653	-96.279844	2.051618	0.726265322414202
"1823"	"hopBA"	-56.758852	-55.319344	2.879016	0.578271602377584
"1824"	"hopBB"	-76.42517	-71.558571	9.733198	0.045169919079562
"1825"	"hopBC"	-55.903204	-54.449865	2.906678	0.573562111271314
"1826"	"hopBD"	-75.964314	-72.729141	6.470346	0.16666844110224
"1827"	"hopBE"	-48.560772	-46.07923	4.963084	0.291106324892691
"1828"	"hopBF"	-84.05626	-69.153427	29.805666	5.36113028768351e-06
"1829"	"hopBG"	-39.624522	-39.188293	0.872458	0.92847848398267
"1830"	"hopBH"	-43.955988	-43.322542	1.266892	0.866967224432682
"1831"	"hopBI"	-55.395777	-54.051806	2.687942	0.611326250746607
"1832"	"hopBJ"	-35.033934	-34.98267	0.102528	0.99873005675681
"1833"	"hopBK"	-49.271546	-48.622346	1.2984	0.861646936930304
"1834"	"hopBL"	-56.57954	-54.627011	3.905058	0.419007311733517
"1835"	"hopB"	-58.450129	-57.272564	2.35513	0.670750717516193
"1836"	"hopC"	-57.268023	-55.123435	4.289176	0.368282445587522
"1837"	"hopD"	-72.281583	-69.546737	5.469692	0.242406450574938
"1838"	"hopE"	-63.300446	-62.992236	0.61642	0.961221690421233
"1839"	"hopF"	-78.609322	-74.585761	8.047122	0.0898672268421099
"1840"	"hopG"	-67.677583	-65.615414	4.124338	0.389439983479927
"1841"	"hopH"	-90.624016	-83.100075	15.047882	0.00460293006589295
"1842"	"hopI"	-47.078015	-46.265483	1.625064	0.804280462049298
"1843"	"hopK"	-39.664812	-39.430426	0.468772	0.976468956704453
"1844"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"1845"	"hopN"	-51.850712	-51.206461	1.288502	0.863323296568269
"1846"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"1847"	"hopQ"	-71.010277	-68.371021	5.278512	0.259895218530438
"1848"	"hopR"	-71.972372	-69.119969	5.704806	0.222304794496191
"1849"	"hopS"	-42.011965	-41.855375	0.31318	0.988947552774901
"1850"	"hopT"	-62.52055	-60.386037	4.269026	0.370819750967623
"1851"	"hopU"	-41.658934	-41.017581	1.282706	0.8643028089227
"1852"	"hopV"	-58.191609	-54.780116	6.822986	0.145543565334152
"1853"	"hopW"	-71.067845	-69.22708	3.68153	0.45081797777301
"1854"	"hopX"	-105.17302	-104.577065	1.19191	0.879428779167279
"1855"	"hopY"	-37.624706	-37.577174	0.095064	0.99890552065346
"1856"	"hopZ"	-96.858463	-93.726087	6.264752	0.180229641377021
"1857"	"avrA"	-54.343394	-51.496112	5.694564	0.223149110272279
"1858"	"avrB"	-91.525608	-87.149968	8.75128	0.0676260264544218
"1859"	"avrD1"	-82.054192	-78.005558	8.097268	0.088079427324647
"1860"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"1861"	"avrPto"	-86.887975	-81.562891	10.650168	0.0307901426258772
"1862"	"avrRpm"	-80.74256	-78.97944	3.52624	0.473899728009901
"1863"	"avrRps4"	-76.409386	-73.466793	5.885186	0.207888298218005
"1864"	"avrRpt2"	-50.977588	-50.372077	1.211022	0.876280604972482
"1865"	"hopA1"	-91.697977	-90.265387	2.86518	0.580634698132551
"1866"	"hopAA"	-76.032166	-74.087888	3.888556	0.42129820347676
"1867"	"hopAB"	-86.238309	-78.581892	15.312834	0.00409447774593838
"1868"	"hopAD"	-39.664812	-39.431811	0.466002	0.976725171583393
"1869"	"hopAE"	-79.711518	-76.377793	6.66745	0.154540736508652
"1870"	"hopAF"	-100.815911	-101.527398	-1.422974	1
"1871"	"hopAG"	-66.818747	-64.611036	4.415422	0.352694371095585
"1872"	"hopAH"	-55.769689	-53.88455	3.770278	0.437987056260978
"1873"	"hopAI"	-60.369009	-58.108156	4.521706	0.339981463353827
"1874"	"hopAL"	-53.692517	-51.66157	4.061894	0.397694209018343
"1875"	"hopAM"	-52.902758	-51.79627	2.212976	0.696654355601799
"1876"	"hopAO"	-69.468744	-66.5725	5.792488	0.215190631009374
"1877"	"hopAQ"	-39.664812	-39.429526	0.470572	0.976301840295558
"1878"	"hopAR"	-72.990154	-66.985392	12.009524	0.0172805826756364
"1879"	"hopAS"	-56.806437	-54.928411	3.756052	0.440026046370969
"1880"	"hopAT"	-77.775445	-75.661935	4.22702	0.376153003991264
"1881"	"hopAU"	-50.36809	-49.533141	1.669898	0.796178149881217
"1882"	"hopAV"	-67.008293	-64.477852	5.060882	0.28110747550142
"1883"	"hopAW"	-57.535763	-55.950497	3.170532	0.529703641409758
"1884"	"hopAX"	-48.062667	-47.24341	1.638514	0.801853926672615
"1885"	"hopAY"	-99.399526	-96.501707	5.795638	0.214938823315835
"1886"	"hopAZ"	-97.305653	-96.328291	1.954724	0.744086217700079
"1887"	"hopBA"	-56.758852	-55.320043	2.877618	0.578510145667293
"1888"	"hopBB"	-76.42517	-71.510009	9.830322	0.0433849668422245
"1889"	"hopBC"	-55.903204	-54.45023	2.905948	0.573686135747965
"1890"	"hopBD"	-75.964314	-72.717267	6.494094	0.165162889643072
"1891"	"hopBE"	-48.556683	-46.020006	5.073354	0.279853391626301
"1892"	"hopBF"	-84.05626	-69.149809	29.812902	5.3429840522472e-06
"1893"	"hopBG"	-39.624522	-39.177799	0.893446	0.925499209389009
"1894"	"hopBH"	-43.955988	-43.32617	1.259636	0.868185699352722
"1895"	"hopBI"	-55.395777	-54.073614	2.644326	0.618991386807733
"1896"	"hopBJ"	-34.994918	-34.927143	0.13555	0.99780445792191
"1897"	"hopBK"	-49.271546	-48.628115	1.286862	0.863600613165407
"1898"	"hopBL"	-56.57954	-54.513223	4.132634	0.388353282061957
"1899"	"hopB"	-58.450129	-57.298825	2.302608	0.680294266146063
"1900"	"hopC"	-57.268023	-55.13114	4.273766	0.370221661248704
"1901"	"hopD"	-72.281583	-69.582874	5.397418	0.248894750618328
"1902"	"hopE"	-63.300446	-62.992234	0.616424	0.96122123749884
"1903"	"hopF"	-78.609322	-74.585759	8.047126	0.0898670828860606
"1904"	"hopG"	-67.677583	-65.61251	4.130146	0.388678943727564
"1905"	"hopH"	-90.624016	-83.100075	15.047882	0.00460293006589295
"1906"	"hopI"	-46.891243	-46.268801	1.244884	0.870654911794849
"1907"	"hopK"	-39.664812	-39.431685	0.466254	0.97670191063972
"1908"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"1909"	"hopN"	-51.850712	-51.206345	1.288734	0.863284056266083
"1910"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"1911"	"hopQ"	-71.010277	-68.355173	5.310208	0.256922845035261
"1912"	"hopR"	-71.972372	-69.071242	5.80226	0.214410313862146
"1913"	"hopS"	-42.011965	-41.853718	0.316494	0.988724703250909
"1914"	"hopT"	-62.52055	-60.38589	4.26932	0.370782632336211
"1915"	"hopU"	-41.658934	-41.011578	1.294712	0.862272078694304
"1916"	"hopV"	-58.191609	-54.78124	6.820738	0.145670123666452
"1917"	"hopW"	-71.067845	-68.776806	4.582078	0.33292578569936
"1918"	"hopX"	-105.17302	-104.577065	1.19191	0.879428779167279
"1919"	"hopY"	-37.621765	-37.602129	0.039272	0.999809718966152
"1920"	"hopZ"	-96.858463	-93.733438	6.25005	0.181236418652793
"1921"	"avrA"	-54.343394	-51.496316	5.694156	0.223182802562188
"1922"	"avrB"	-91.525608	-87.143388	8.76444	0.0672647420736122
"1923"	"avrD1"	-82.054192	-78.005558	8.097268	0.088079427324647
"1924"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"1925"	"avrPto"	-86.887975	-81.684728	10.406494	0.0341096775662429
"1926"	"avrRpm"	-80.74256	-78.980635	3.52385	0.47426117846478
"1927"	"avrRps4"	-76.409386	-73.466791	5.88519	0.207887987899264
"1928"	"avrRpt2"	-50.977588	-50.366555	1.222066	0.874452404603779
"1929"	"hopA1"	-91.697977	-90.265387	2.86518	0.580634698132551
"1930"	"hopAA"	-76.032166	-74.087887	3.888558	0.421297925269121
"1931"	"hopAB"	-86.238309	-78.546407	15.383804	0.00396793205713172
"1932"	"hopAD"	-39.664812	-39.428422	0.47278	0.976096175693492
"1933"	"hopAE"	-79.711518	-76.378388	6.66626	0.154611485265504
"1934"	"hopAF"	-100.815911	-101.58816	-1.544498	1
"1935"	"hopAG"	-66.818747	-64.551824	4.533846	0.338553064015983
"1936"	"hopAH"	-55.769689	-53.973838	3.591702	0.46407250997679
"1937"	"hopAI"	-60.369009	-58.108158	4.521702	0.339981934793993
"1938"	"hopAL"	-53.692517	-51.646456	4.092122	0.39368203255966
"1939"	"hopAM"	-52.902758	-51.809481	2.186554	0.701491694332305
"1940"	"hopAO"	-69.468744	-66.757974	5.42154	0.246712744284016
"1941"	"hopAQ"	-39.664812	-39.425366	0.478892	0.975523045980794
"1942"	"hopAR"	-72.990154	-66.985392	12.009524	0.0172805826756364
"1943"	"hopAS"	-56.806437	-54.878023	3.856828	0.425728687056732
"1944"	"hopAT"	-77.775445	-75.771527	4.007836	0.404946401176359
"1945"	"hopAU"	-50.368117	-49.533111	1.670012	0.796157499717098
"1946"	"hopAV"	-67.008293	-64.477904	5.060778	0.281117952812184
"1947"	"hopAW"	-57.535763	-55.955268	3.16099	0.531254674882065
"1948"	"hopAX"	-48.062667	-47.239671	1.645992	0.800503240473848
"1949"	"hopAY"	-99.399526	-96.520375	5.758302	0.217940174067052
"1950"	"hopAZ"	-97.305653	-96.375523	1.86026	0.761440959240382
"1951"	"hopBA"	-56.758852	-55.319646	2.878412	0.578374657756382
"1952"	"hopBB"	-76.42517	-71.527799	9.794742	0.0440308681744717
"1953"	"hopBC"	-55.903204	-54.45092	2.904568	0.573920631531792
"1954"	"hopBD"	-75.964314	-72.678506	6.571616	0.160333557251644
"1955"	"hopBE"	-48.564143	-46.031467	5.065352	0.280657463986234
"1956"	"hopBF"	-84.05626	-69.086761	29.938998	5.03640305826653e-06
"1957"	"hopBG"	-39.624522	-39.17041	0.908224	0.923377999278141
"1958"	"hopBH"	-43.955988	-43.32389	1.264196	0.867420255188395
"1959"	"hopBI"	-55.395777	-54.069556	2.652442	0.617561921657724
"1960"	"hopBJ"	-34.974612	-34.716173	0.516878	0.971837241088145
"1961"	"hopBK"	-49.271546	-48.63173	1.279632	0.864821666172348
"1962"	"hopBL"	-56.57954	-54.598227	3.962626	0.41108749970175
"1963"	"hopB"	-58.450129	-57.282886	2.334486	0.674497609708492
"1964"	"hopC"	-57.268023	-55.130761	4.274524	0.370126087268703
"1965"	"hopD"	-72.281583	-69.567292	5.428582	0.246078869192881
"1966"	"hopE"	-63.300446	-62.992271	0.61635	0.961229616233985
"1967"	"hopF"	-78.609322	-74.58576	8.047124	0.0898671548640582
"1968"	"hopG"	-67.677583	-65.613832	4.127502	0.38902525377435
"1969"	"hopH"	-90.624016	-83.100074	15.047884	0.00460292600296487
"1970"	"hopI"	-46.891243	-46.264542	1.253402	0.869230481754318
"1971"	"hopK"	-39.664812	-39.435127	0.45937	0.977333864678801
"1972"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"1973"	"hopN"	-51.850712	-51.206206	1.289012	0.863237032250362
"1974"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"1975"	"hopQ"	-71.010277	-68.326671	5.367212	0.251650556012448
"1976"	"hopR"	-71.972372	-69.108702	5.72734	0.220457027210292
"1977"	"hopS"	-42.011965	-41.853699	0.316532	0.988722136491085
"1978"	"hopT"	-62.52055	-60.385812	4.269476	0.370762937913593
"1979"	"hopU"	-41.658934	-41.018314	1.28124	0.864550309340799
"1980"	"hopV"	-58.191609	-54.756919	6.86938	0.142954013377295
"1981"	"hopW"	-71.067845	-68.691455	4.75278	0.313616960540751
"1982"	"hopX"	-105.17302	-104.577065	1.19191	0.879428779167279
"1983"	"hopY"	-37.665996	-37.636389	0.059214	0.999570268394555
"1984"	"hopZ"	-96.858463	-93.243542	7.229842	0.124229297167245
"1985"	"avrA"	-54.343394	-51.49602	5.694748	0.223133917169082
"1986"	"avrB"	-91.525608	-87.158345	8.734526	0.0680886392110376
"1987"	"avrD1"	-82.054192	-78.005558	8.097268	0.088079427324647
"1988"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"1989"	"avrPto"	-86.887975	-81.653139	10.469672	0.0332173242518999
"1990"	"avrRpm"	-80.74256	-78.979765	3.52559	0.473998011934356
"1991"	"avrRps4"	-76.409386	-73.466798	5.885176	0.207889074016649
"1992"	"avrRpt2"	-50.977588	-50.365267	1.224642	0.874025048412888
"1993"	"hopA1"	-91.697977	-90.265385	2.865184	0.580634014243189
"1994"	"hopAA"	-76.032166	-74.087887	3.888558	0.421297925269121
"1995"	"hopAB"	-86.238309	-78.549666	15.377286	0.00397939202290676
"1996"	"hopAD"	-39.664812	-39.432043	0.465538	0.976767976023805
"1997"	"hopAE"	-79.711518	-76.377776	6.667484	0.154538715548561
"1998"	"hopAF"	-100.815911	-101.434979	-1.238136	1
"1999"	"hopAG"	-66.818747	-64.571118	4.495258	0.343110128720598
"2000"	"hopAH"	-55.769689	-53.951499	3.63638	0.457446580466512
"2001"	"hopAI"	-60.369009	-58.108157	4.521704	0.339981699073844
"2002"	"hopAL"	-53.692517	-51.685571	4.013892	0.404129036697046
"2003"	"hopAM"	-52.902758	-51.814934	2.175648	0.703489994688477
"2004"	"hopAO"	-69.468744	-66.745659	5.44617	0.244501857167291
"2005"	"hopAQ"	-39.664812	-39.439395	0.450834	0.978107393407528
"2006"	"hopAR"	-72.990154	-66.985393	12.009522	0.0172805974892488
"2007"	"hopAS"	-56.806437	-54.899125	3.814624	0.431674668319455
"2008"	"hopAT"	-77.775445	-75.755023	4.040844	0.400506435765427
"2009"	"hopAU"	-50.368039	-49.548263	1.639552	0.801666507697326
"2010"	"hopAV"	-67.008293	-64.477844	5.060898	0.281105863636703
"2011"	"hopAW"	-57.535763	-55.971145	3.129236	0.536435761494887
"2012"	"hopAX"	-48.062667	-47.246705	1.631924	0.803043298835309
"2013"	"hopAY"	-99.399526	-96.503406	5.79224	0.215210466898591
"2014"	"hopAZ"	-97.305653	-96.429423	1.75246	0.781167599876979
"2015"	"hopBA"	-56.758852	-55.320059	2.877586	0.578515606481223
"2016"	"hopBB"	-76.42517	-71.505142	9.840056	0.043209849095939
"2017"	"hopBC"	-55.903204	-54.449313	2.907782	0.573374572313515
"2018"	"hopBD"	-75.964314	-72.748842	6.430944	0.169193807057407
"2019"	"hopBE"	-48.558189	-46.042477	5.031424	0.284088367856601
"2020"	"hopBF"	-84.05626	-69.11481	29.8829	5.170571341341e-06
"2021"	"hopBG"	-39.624522	-39.172591	0.903862	0.924006100224485
"2022"	"hopBH"	-43.955988	-43.323048	1.26588	0.867137320544387
"2023"	"hopBI"	-55.395777	-54.062371	2.666812	0.615034449534866
"2024"	"hopBJ"	-35.009442	-34.959586	0.099712	0.998797735207454
"2025"	"hopBK"	-49.271546	-48.622109	1.298874	0.861566545329059
"2026"	"hopBL"	-56.57954	-54.611905	3.93527	0.414836977721823
"2027"	"hopB"	-58.450129	-57.27999	2.340278	0.673445788080271
"2028"	"hopC"	-57.268023	-55.126459	4.283128	0.369042585067632
"2029"	"hopD"	-72.281583	-69.545669	5.471828	0.242216942165941
"2030"	"hopE"	-63.300446	-62.992246	0.6164	0.961223955002702
"2031"	"hopF"	-78.609322	-74.585759	8.047126	0.0898670828860606
"2032"	"hopG"	-67.677583	-65.61531	4.124546	0.389412708945649
